sector,indicator,cycle,index_value,sector_code,sector_name
54,Future output prices,202502,62.7,54,Professional Services
54,Future input prices,202502,71.2,54,Professional Services
55,Current performance,202502,50.1,55,Management
55,Revenues,202502,46.0,55,Management
55,Employees,202502,46.5,55,Management
55,Hours,202502,40.1,55,Management
55,Delivery time,202502,43.8,55,Management
55,Demand,202502,38.9,55,Management
55,Output prices,202502,55.1,55,Management
55,Input prices,202502,54.7,55,Management
55,Future performance,202502,47.5,55,Management
55,Future employees,202502,55.1,55,Management
55,Future hours,202502,62.0,55,Management
55,Future delivery time,202502,42.9,55,Management
55,Future demand,202502,50.9,55,Management
55,Future output prices,202502,47.0,55,Management
55,Future input prices,202502,54.1,55,Management
56,Current performance,202502,56.4,56,Admin & Waste Mgmt
56,Revenues,202502,38.8,56,Admin & Waste Mgmt
56,Employees,202502,44.1,56,Admin & Waste Mgmt
56,Hours,202502,39.6,56,Admin & Waste Mgmt
56,Delivery time,202502,52.6,56,Admin & Waste Mgmt
56,Demand,202502,42.5,56,Admin & Waste Mgmt
56,Output prices,202502,54.9,56,Admin & Waste Mgmt
56,Input prices,202502,63.8,56,Admin & Waste Mgmt
56,Future performance,202502,57.7,56,Admin & Waste Mgmt
56,Future employees,202502,58.3,56,Admin & Waste Mgmt
56,Future hours,202502,60.0,56,Admin & Waste Mgmt
56,Future delivery time,202502,51.9,56,Admin & Waste Mgmt
56,Future demand,202502,63.6,56,Admin & Waste Mgmt
56,Future output prices,202502,63.6,56,Admin & Waste Mgmt
56,Future input prices,202502,71.8,56,Admin & Waste Mgmt
61,Current performance,202502,59.7,61,Education
61,Revenues,202502,42.6,61,Education
61,Employees,202502,48.4,61,Education
61,Hours,202502,42.6,61,Education
61,Delivery time,202502,52.7,61,Education
61,Demand,202502,48.7,61,Education
61,Output prices,202502,55.2,61,Education
61,Input prices,202502,67.6,61,Education
61,Future performance,202502,61.9,61,Education
61,Future employees,202502,57.8,61,Education
61,Future hours,202502,57.9,61,Education
61,Future delivery time,202502,53.5,61,Education
61,Future demand,202502,64.9,61,Education
61,Future output prices,202502,62.9,61,Education
61,Future input prices,202502,72.5,61,Education
62,Current performance,202502,59.2,62,Health Care
62,Revenues,202502,39.3,62,Health Care
62,Employees,202502,49.8,62,Health Care
62,Hours,202502,44.7,62,Health Care
62,Delivery time,202502,53.9,62,Health Care
62,Demand,202502,47.3,62,Health Care
62,Output prices,202502,54.9,62,Health Care
62,Input prices,202502,68.1,62,Health Care
62,Future performance,202502,60.0,62,Health Care
62,Future employees,202502,56.9,62,Health Care
62,Future hours,202502,55.7,62,Health Care
62,Future delivery time,202502,52.1,62,Health Care
62,Future demand,202502,61.4,62,Health Care
62,Future output prices,202502,59.8,62,Health Care
62,Future input prices,202502,73.4,62,Health Care
71,Current performance,202502,56.3,71,Arts & Entertainment
71,Revenues,202502,40.3,71,Arts & Entertainment
71,Employees,202502,46.2,71,Arts & Entertainment
71,Hours,202502,43.2,71,Arts & Entertainment
71,Delivery time,202502,51.6,71,Arts & Entertainment
71,Demand,202502,43.4,71,Arts & Entertainment
71,Output prices,202502,53.1,71,Arts & Entertainment
71,Input prices,202502,60.6,71,Arts & Entertainment
71,Future performance,202502,57.4,71,Arts & Entertainment
71,Future employees,202502,55.1,71,Arts & Entertainment
71,Future hours,202502,57.1,71,Arts & Entertainment
71,Future delivery time,202502,50.2,71,Arts & Entertainment
71,Future demand,202502,58.3,71,Arts & Entertainment
71,Future output prices,202502,57.6,71,Arts & Entertainment
71,Future input prices,202502,68.4,71,Arts & Entertainment
72,Current performance,202502,47.2,72,Accommodation & Food
72,Revenues,202502,29.6,72,Accommodation & Food
72,Employees,202502,43.2,72,Accommodation & Food
72,Hours,202502,36.5,72,Accommodation & Food
72,Delivery time,202502,49.3,72,Accommodation & Food
72,Demand,202502,32.4,72,Accommodation & Food
72,Output prices,202502,54.6,72,Accommodation & Food
72,Input prices,202502,69.9,72,Accommodation & Food
72,Future performance,202502,50.7,72,Accommodation & Food
72,Future employees,202502,55.2,72,Accommodation & Food
72,Future hours,202502,55.5,72,Accommodation & Food
72,Future delivery time,202502,50.7,72,Accommodation & Food
72,Future demand,202502,57.5,72,Accommodation & Food
72,Future output prices,202502,67.2,72,Accommodation & Food
72,Future input prices,202502,75.8,72,Accommodation & Food
81,Current performance,202502,50.7,81,Other Services
81,Revenues,202502,34.5,81,Other Services
81,Employees,202502,45.9,81,Other Services
81,Hours,202502,41.2,81,Other Services
81,Delivery time,202502,52.9,81,Other Services
81,Demand,202502,38.8,81,Other Services
81,Output prices,202502,57.6,81,Other Services
81,Input prices,202502,69.0,81,Other Services
81,Future performance,202502,53.2,81,Other Services
81,Future employees,202502,53.5,81,Other Services
81,Future hours,202502,52.8,81,Other Services
81,Future delivery time,202502,52.1,81,Other Services
81,Future demand,202502,56.7,81,Other Services
81,Future output prices,202502,63.9,81,Other Services
81,Future input prices,202502,72.8,81,Other Services
XX,Current performance,202502,60.2,XX,Multi-sector
XX,Revenues,202502,45.1,XX,Multi-sector
XX,Employees,202502,48.8,XX,Multi-sector
XX,Hours,202502,46.0,XX,Multi-sector
XX,Delivery time,202502,48.8,XX,Multi-sector
XX,Demand,202502,47.0,XX,Multi-sector
XX,Output prices,202502,56.4,XX,Multi-sector
XX,Input prices,202502,65.3,XX,Multi-sector
XX,Future performance,202502,61.2,XX,Multi-sector
XX,Future employees,202502,62.7,XX,Multi-sector
XX,Future hours,202502,61.8,XX,Multi-sector
XX,Future delivery time,202502,52.4,XX,Multi-sector
XX,Future demand,202502,64.5,XX,Multi-sector
XX,Future output prices,202502,64.5,XX,Multi-sector
XX,Future input prices,202502,70.0,XX,Multi-sector
,,202502,,,
"Source: U.S. Census Bureau, Business Trends and Outlook Survey (BTOS) 2023-2025. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data (Project No. P-7529868, Disclosure Review Board (DRB) approval numbers: CBDRB-FY25-0425).",,202502,,,
11,Current performance,202501,55.7,11,Agriculture
11,Revenues,202501,37.6,11,Agriculture
11,Employees,202501,43.5,11,Agriculture
11,Hours,202501,38.0,11,Agriculture
11,Delivery time,202501,54.7,11,Agriculture
11,Demand,202501,43.9,11,Agriculture
11,Output prices,202501,50.9,11,Agriculture
11,Input prices,202501,65.4,11,Agriculture
11,Future performance,202501,57.3,11,Agriculture
11,Future employees,202501,59.1,11,Agriculture
11,Future hours,202501,59.7,11,Agriculture
11,Future delivery time,202501,51.1,11,Agriculture
11,Future demand,202501,63.9,11,Agriculture
11,Future output prices,202501,67.6,11,Agriculture
11,Future input prices,202501,71.9,11,Agriculture
21,Current performance,202501,56.8,21,Mining & Oil/Gas
21,Revenues,202501,37.3,21,Mining & Oil/Gas
21,Employees,202501,48.7,21,Mining & Oil/Gas
21,Hours,202501,41.4,21,Mining & Oil/Gas
21,Delivery time,202501,56.1,21,Mining & Oil/Gas
21,Demand,202501,42.3,21,Mining & Oil/Gas
21,Output prices,202501,49.3,21,Mining & Oil/Gas
21,Input prices,202501,62.7,21,Mining & Oil/Gas
21,Future performance,202501,56.1,21,Mining & Oil/Gas
21,Future employees,202501,57.1,21,Mining & Oil/Gas
21,Future hours,202501,57.8,21,Mining & Oil/Gas
21,Future delivery time,202501,52.8,21,Mining & Oil/Gas
21,Future demand,202501,61.9,21,Mining & Oil/Gas
21,Future output prices,202501,63.5,21,Mining & Oil/Gas
21,Future input prices,202501,69.6,21,Mining & Oil/Gas
22,Current performance,202501,63.0,22,Utilities
22,Revenues,202501,41.1,22,Utilities
22,Employees,202501,48.0,22,Utilities
22,Hours,202501,45.0,22,Utilities
22,Delivery time,202501,48.4,22,Utilities
22,Demand,202501,49.6,22,Utilities
22,Output prices,202501,54.2,22,Utilities
22,Input prices,202501,65.6,22,Utilities
22,Future performance,202501,62.2,22,Utilities
22,Future employees,202501,52.3,22,Utilities
22,Future hours,202501,51.6,22,Utilities
22,Future delivery time,202501,47.7,22,Utilities
22,Future demand,202501,60.9,22,Utilities
22,Future output prices,202501,69.7,22,Utilities
22,Future input prices,202501,77.6,22,Utilities
23,Current performance,202501,54.5,23,Construction
23,Revenues,202501,32.8,23,Construction
23,Employees,202501,43.5,23,Construction
23,Hours,202501,31.4,23,Construction
23,Delivery time,202501,52.0,23,Construction
23,Demand,202501,35.8,23,Construction
23,Output prices,202501,52.6,23,Construction
23,Input prices,202501,62.0,23,Construction
23,Future performance,202501,55.9,23,Construction
23,Future employees,202501,55.8,23,Construction
23,Future hours,202501,57.4,23,Construction
23,Future delivery time,202501,51.5,23,Construction
23,Future demand,202501,62.7,23,Construction
23,Future output prices,202501,67.4,23,Construction
23,Future input prices,202501,74.2,23,Construction
31,Current performance,202501,49.0,31,Manufacturing
31,Revenues,202501,32.6,31,Manufacturing
31,Employees,202501,46.5,31,Manufacturing
31,Hours,202501,35.8,31,Manufacturing
31,Delivery time,202501,54.3,31,Manufacturing
31,Demand,202501,37.3,31,Manufacturing
31,Output prices,202501,52.5,31,Manufacturing
31,Input prices,202501,63.4,31,Manufacturing
31,Future performance,202501,52.8,31,Manufacturing
31,Future employees,202501,56.0,31,Manufacturing
31,Future hours,202501,54.7,31,Manufacturing
31,Future delivery time,202501,51.3,31,Manufacturing
31,Future demand,202501,61.8,31,Manufacturing
31,Future output prices,202501,69.1,31,Manufacturing
31,Future input prices,202501,77.1,31,Manufacturing
42,Current performance,202501,49.7,42,Wholesale Trade
42,Revenues,202501,34.7,42,Wholesale Trade
42,Employees,202501,47.8,42,Wholesale Trade
42,Hours,202501,41.6,42,Wholesale Trade
42,Delivery time,202501,54.2,42,Wholesale Trade
42,Demand,202501,36.6,42,Wholesale Trade
42,Output prices,202501,52.9,42,Wholesale Trade
42,Input prices,202501,62.4,42,Wholesale Trade
42,Future performance,202501,51.2,42,Wholesale Trade
42,Future employees,202501,52.2,42,Wholesale Trade
42,Future hours,202501,52.0,42,Wholesale Trade
42,Future delivery time,202501,51.3,42,Wholesale Trade
42,Future demand,202501,55.5,42,Wholesale Trade
42,Future output prices,202501,65.6,42,Wholesale Trade
42,Future input prices,202501,74.1,42,Wholesale Trade
44,Current performance,202501,47.8,44,Retail Trade
44,Revenues,202501,39.2,44,Retail Trade
44,Employees,202501,47.6,44,Retail Trade
44,Hours,202501,45.1,44,Retail Trade
44,Delivery time,202501,55.1,44,Retail Trade
44,Demand,202501,41.8,44,Retail Trade
44,Output prices,202501,54.5,44,Retail Trade
44,Input prices,202501,65.1,44,Retail Trade
44,Future performance,202501,50.5,44,Retail Trade
44,Future employees,202501,51.5,44,Retail Trade
44,Future hours,202501,51.1,44,Retail Trade
44,Future delivery time,202501,51.0,44,Retail Trade
44,Future demand,202501,54.5,44,Retail Trade
44,Future output prices,202501,67.5,44,Retail Trade
44,Future input prices,202501,75.9,44,Retail Trade
48,Current performance,202501,47.8,48,Transport & Warehousing
48,Revenues,202501,31.2,48,Transport & Warehousing
48,Employees,202501,45.6,48,Transport & Warehousing
48,Hours,202501,38.0,48,Transport & Warehousing
48,Delivery time,202501,51.1,48,Transport & Warehousing
48,Demand,202501,37.0,48,Transport & Warehousing
48,Output prices,202501,48.7,48,Transport & Warehousing
48,Input prices,202501,58.9,48,Transport & Warehousing
48,Future performance,202501,49.7,48,Transport & Warehousing
48,Future employees,202501,50.2,48,Transport & Warehousing
48,Future hours,202501,50.1,48,Transport & Warehousing
48,Future delivery time,202501,49.2,48,Transport & Warehousing
48,Future demand,202501,54.5,48,Transport & Warehousing
48,Future output prices,202501,58.8,48,Transport & Warehousing
48,Future input prices,202501,64.6,48,Transport & Warehousing
51,Current performance,202501,47.8,51,Information
51,Revenues,202501,39.1,51,Information
51,Employees,202501,47.4,51,Information
51,Hours,202501,39.8,51,Information
51,Delivery time,202501,52.8,51,Information
51,Demand,202501,42.2,51,Information
51,Output prices,202501,49.6,51,Information
51,Input prices,202501,57.7,51,Information
51,Future performance,202501,53.6,51,Information
51,Future employees,202501,53.8,51,Information
51,Future hours,202501,51.8,51,Information
51,Future delivery time,202501,49.8,51,Information
51,Future demand,202501,59.6,51,Information
51,Future output prices,202501,59.3,51,Information
51,Future input prices,202501,68.6,51,Information
52,Current performance,202501,60.9,52,Finance & Insurance
52,Revenues,202501,46.1,52,Finance & Insurance
52,Employees,202501,49.1,52,Finance & Insurance
52,Hours,202501,44.2,52,Finance & Insurance
52,Delivery time,202501,55.5,52,Finance & Insurance
52,Demand,202501,47.5,52,Finance & Insurance
52,Output prices,202501,54.7,52,Finance & Insurance
52,Input prices,202501,61.6,52,Finance & Insurance
52,Future performance,202501,59.9,52,Finance & Insurance
52,Future employees,202501,54.8,52,Finance & Insurance
52,Future hours,202501,52.8,52,Finance & Insurance
52,Future delivery time,202501,49.4,52,Finance & Insurance
52,Future demand,202501,59.3,52,Finance & Insurance
52,Future output prices,202501,56.8,52,Finance & Insurance
52,Future input prices,202501,66.4,52,Finance & Insurance
53,Current performance,202501,53.6,53,Real Estate
53,Revenues,202501,39.4,53,Real Estate
53,Employees,202501,48.0,53,Real Estate
53,Hours,202501,43.3,53,Real Estate
53,Delivery time,202501,52.3,53,Real Estate
53,Demand,202501,41.9,53,Real Estate
53,Output prices,202501,49.4,53,Real Estate
53,Input prices,202501,60.0,53,Real Estate
53,Future performance,202501,55.1,53,Real Estate
53,Future employees,202501,52.1,53,Real Estate
53,Future hours,202501,53.2,53,Real Estate
53,Future delivery time,202501,51.6,53,Real Estate
53,Future demand,202501,57.3,53,Real Estate
53,Future output prices,202501,56.6,53,Real Estate
53,Future input prices,202501,67.6,53,Real Estate
54,Current performance,202501,57.4,54,Professional Services
54,Revenues,202501,38.9,54,Professional Services
54,Employees,202501,48.0,54,Professional Services
54,Hours,202501,38.5,54,Professional Services
54,Delivery time,202501,54.5,54,Professional Services
54,Demand,202501,44.1,54,Professional Services
54,Output prices,202501,51.9,54,Professional Services
54,Input prices,202501,61.6,54,Professional Services
54,Future performance,202501,58.4,54,Professional Services
54,Future employees,202501,54.7,54,Professional Services
54,Future hours,202501,55.4,54,Professional Services
54,Future delivery time,202501,51.8,54,Professional Services
54,Future demand,202501,60.7,54,Professional Services
54,Future output prices,202501,65.3,54,Professional Services
54,Future input prices,202501,71.7,54,Professional Services
55,Current performance,202501,56.8,55,Management
55,Revenues,202501,40.7,55,Management
55,Employees,202501,50.0,55,Management
55,Hours,202501,47.4,55,Management
55,Delivery time,202501,43.4,55,Management
55,Demand,202501,42.0,55,Management
55,Output prices,202501,53.4,55,Management
55,Input prices,202501,53.4,55,Management
55,Future performance,202501,57.0,55,Management
55,Future employees,202501,51.4,55,Management
55,Future hours,202501,56.3,55,Management
55,Future delivery time,202501,56.6,55,Management
55,Future demand,202501,57.0,55,Management
55,Future output prices,202501,48.5,55,Management
55,Future input prices,202501,53.6,55,Management
56,Current performance,202501,55.1,56,Admin & Waste Mgmt
56,Revenues,202501,32.2,56,Admin & Waste Mgmt
56,Employees,202501,43.9,56,Admin & Waste Mgmt
56,Hours,202501,34.3,56,Admin & Waste Mgmt
56,Delivery time,202501,51.5,56,Admin & Waste Mgmt
56,Demand,202501,38.1,56,Admin & Waste Mgmt
56,Output prices,202501,51.6,56,Admin & Waste Mgmt
56,Input prices,202501,61.8,56,Admin & Waste Mgmt
56,Future performance,202501,56.9,56,Admin & Waste Mgmt
56,Future employees,202501,56.4,56,Admin & Waste Mgmt
56,Future hours,202501,58.0,56,Admin & Waste Mgmt
56,Future delivery time,202501,52.2,56,Admin & Waste Mgmt
56,Future demand,202501,61.4,56,Admin & Waste Mgmt
56,Future output prices,202501,64.5,56,Admin & Waste Mgmt
56,Future input prices,202501,72.6,56,Admin & Waste Mgmt
61,Current performance,202501,58.7,61,Education
61,Revenues,202501,39.9,61,Education
61,Employees,202501,45.9,61,Education
61,Hours,202501,34.1,61,Education
61,Delivery time,202501,53.5,61,Education
61,Demand,202501,42.6,61,Education
61,Output prices,202501,52.7,61,Education
61,Input prices,202501,60.8,61,Education
61,Future performance,202501,60.1,61,Education
61,Future employees,202501,57.1,61,Education
61,Future hours,202501,57.9,61,Education
61,Future delivery time,202501,53.9,61,Education
61,Future demand,202501,62.0,61,Education
61,Future output prices,202501,64.0,61,Education
61,Future input prices,202501,74.0,61,Education
62,Current performance,202501,60.1,62,Health Care
62,Revenues,202501,35.7,62,Health Care
62,Employees,202501,48.3,62,Health Care
62,Hours,202501,35.8,62,Health Care
62,Delivery time,202501,54.3,62,Health Care
62,Demand,202501,45.1,62,Health Care
62,Output prices,202501,51.6,62,Health Care
62,Input prices,202501,62.6,62,Health Care
62,Future performance,202501,60.4,62,Health Care
62,Future employees,202501,56.7,62,Health Care
62,Future hours,202501,55.9,62,Health Care
62,Future delivery time,202501,51.9,62,Health Care
62,Future demand,202501,61.5,62,Health Care
62,Future output prices,202501,62.9,62,Health Care
62,Future input prices,202501,74.3,62,Health Care
71,Current performance,202501,55.6,71,Arts & Entertainment
71,Revenues,202501,42.5,71,Arts & Entertainment
71,Employees,202501,47.6,71,Arts & Entertainment
71,Hours,202501,41.6,71,Arts & Entertainment
71,Delivery time,202501,52.7,71,Arts & Entertainment
71,Demand,202501,45.5,71,Arts & Entertainment
71,Output prices,202501,51.2,71,Arts & Entertainment
71,Input prices,202501,60.0,71,Arts & Entertainment
71,Future performance,202501,57.8,71,Arts & Entertainment
71,Future employees,202501,54.9,71,Arts & Entertainment
71,Future hours,202501,56.6,71,Arts & Entertainment
71,Future delivery time,202501,53.2,71,Arts & Entertainment
71,Future demand,202501,59.3,71,Arts & Entertainment
71,Future output prices,202501,62.9,71,Arts & Entertainment
71,Future input prices,202501,69.4,71,Arts & Entertainment
72,Current performance,202501,46.5,72,Accommodation & Food
72,Revenues,202501,39.4,72,Accommodation & Food
72,Employees,202501,44.8,72,Accommodation & Food
72,Hours,202501,41.5,72,Accommodation & Food
72,Delivery time,202501,51.3,72,Accommodation & Food
72,Demand,202501,40.5,72,Accommodation & Food
72,Output prices,202501,52.6,72,Accommodation & Food
72,Input prices,202501,67.7,72,Accommodation & Food
72,Future performance,202501,48.8,72,Accommodation & Food
72,Future employees,202501,52.1,72,Accommodation & Food
72,Future hours,202501,52.5,72,Accommodation & Food
72,Future delivery time,202501,51.6,72,Accommodation & Food
72,Future demand,202501,55.0,72,Accommodation & Food
72,Future output prices,202501,68.4,72,Accommodation & Food
72,Future input prices,202501,76.2,72,Accommodation & Food
81,Current performance,202501,50.7,81,Other Services
81,Revenues,202501,34.8,81,Other Services
81,Employees,202501,46.6,81,Other Services
81,Hours,202501,38.9,81,Other Services
81,Delivery time,202501,54.6,81,Other Services
81,Demand,202501,38.6,81,Other Services
81,Output prices,202501,52.0,81,Other Services
81,Input prices,202501,63.1,81,Other Services
81,Future performance,202501,53.2,81,Other Services
81,Future employees,202501,52.7,81,Other Services
81,Future hours,202501,52.0,81,Other Services
81,Future delivery time,202501,51.0,81,Other Services
81,Future demand,202501,56.8,81,Other Services
81,Future output prices,202501,65.3,81,Other Services
81,Future input prices,202501,73.1,81,Other Services
XX,Current performance,202501,56.7,XX,Multi-sector
XX,Revenues,202501,44.1,XX,Multi-sector
XX,Employees,202501,49.5,XX,Multi-sector
XX,Hours,202501,40.5,XX,Multi-sector
XX,Delivery time,202501,53.9,XX,Multi-sector
XX,Demand,202501,47.0,XX,Multi-sector
XX,Output prices,202501,51.5,XX,Multi-sector
XX,Input prices,202501,58.2,XX,Multi-sector
XX,Future performance,202501,57.1,XX,Multi-sector
XX,Future employees,202501,60.3,XX,Multi-sector
XX,Future hours,202501,59.9,XX,Multi-sector
XX,Future delivery time,202501,50.3,XX,Multi-sector
XX,Future demand,202501,60.5,XX,Multi-sector
XX,Future output prices,202501,62.7,XX,Multi-sector
XX,Future input prices,202501,71.4,XX,Multi-sector
,,202501,,,
"Source: U.S. Census Bureau, Business Trends and Outlook Survey (BTOS) 2023-2025. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data (Project No. P-7529868, Disclosure Review Board (DRB) approval numbers: CBDRB-FY25-0425).",,202501,,,
11,Current performance,202426,52.5,11,Agriculture
11,Revenues,202426,31.1,11,Agriculture
11,Employees,202426,45.7,11,Agriculture
11,Hours,202426,38.9,11,Agriculture
11,Delivery time,202426,54.3,11,Agriculture
11,Demand,202426,44.7,11,Agriculture
11,Output prices,202426,49.8,11,Agriculture
11,Input prices,202426,67.8,11,Agriculture
11,Future performance,202426,52.8,11,Agriculture
11,Future employees,202426,50.7,11,Agriculture
11,Future hours,202426,51.2,11,Agriculture
11,Future delivery time,202426,48.3,11,Agriculture
11,Future demand,202426,52.6,11,Agriculture
11,Future output prices,202426,59.0,11,Agriculture
11,Future input prices,202426,76.2,11,Agriculture
21,Current performance,202426,53.3,21,Mining & Oil/Gas
21,Revenues,202426,34.2,21,Mining & Oil/Gas
21,Employees,202426,47.0,21,Mining & Oil/Gas
21,Hours,202426,43.7,21,Mining & Oil/Gas
21,Delivery time,202426,50.7,21,Mining & Oil/Gas
21,Demand,202426,42.2,21,Mining & Oil/Gas
21,Output prices,202426,48.3,21,Mining & Oil/Gas
21,Input prices,202426,61.4,21,Mining & Oil/Gas
21,Future performance,202426,53.1,21,Mining & Oil/Gas
21,Future employees,202426,51.9,21,Mining & Oil/Gas
21,Future hours,202426,53.4,21,Mining & Oil/Gas
21,Future delivery time,202426,49.5,21,Mining & Oil/Gas
21,Future demand,202426,57.9,21,Mining & Oil/Gas
